iter	Logloss
447	0.537286547
448	0.5372596853
449	0.537232595
450	0.5371956712
451	0.5371603711
452	0.5371374247
453	0.5371100018
454	0.5370579683
455	0.5370364839
456	0.5370173933
457	0.5369954014
458	0.5369606615
459	0.5369340868
460	0.5369054807
461	0.5368872241
462	0.5368575217
463	0.5368346111
464	0.5367997431
465	0.5367649558
466	0.5367443423
467	0.5367195947
468	0.5366915125
469	0.5366705927
470	0.5366345876
471	0.5366120017
472	0.5365864025
473	0.5365595079
474	0.5365354825
475	0.5365093607
476	0.5364845746
477	0.5364449097
478	0.5364080073
479	0.5363884745
480	0.5363641244
481	0.5363387503
482	0.5363226517
483	0.5362931945
484	0.5362679322
485	0.5362441987
486	0.5362120652
487	0.5361823825
488	0.5361453432
489	0.5361138514
490	0.5360723491
491	0.536036254
492	0.5360016032
493	0.5359738364
494	0.5359463208
495	0.5359193988
496	0.5358956192
497	0.535869394
498	0.5358282295
499	0.5357966791
500	0.5357766395
501	0.5357577542
502	0.5357272086
503	0.5357107265
504	0.5356826972
505	0.5356519611
506	0.5356183349
507	0.5355883747
508	0.5355628796
509	0.535528771
510	0.5354943392
511	0.535456354
512	0.5354377293
513	0.5354014468
514	0.5353688812
515	0.5353449653
516	0.5353173706
517	0.5352887871
518	0.5352642406
519	0.5352273554
520	0.5351953567
521	0.5351614558
522	0.5351265025
523	0.5351020722
524	0.5350841644
525	0.5350581896
526	0.5350300791
527	0.5350041276
528	0.5349881741
529	0.5349579797
530	0.5349279762
531	0.5348965483
532	0.5348640767
533	0.5348327477
534	0.5348035991
535	0.5347823614
536	0.5347580697
537	0.5347357804
538	0.5347051705
539	0.5346784691
540	0.5346479206
541	0.5346234564
542	0.534587976
543	0.5345643875
544	0.5345269767
545	0.5345044042
546	0.5344776657
547	0.5344467072
548	0.5344250077
549	0.5343967472
550	0.5343651085
551	0.5343428739
552	0.5343209439
553	0.5343065009
554	0.5342679404
555	0.5342395416
556	0.5342116105
557	0.5341791595
558	0.5341470461
559	0.5341235989
560	0.5340970202
561	0.5340712846
562	0.5340452218
563	0.5340219379
564	0.5339845604
565	0.5339586619
566	0.5339328526
567	0.5339029558
568	0.5338806558
569	0.533837853
570	0.5338184693
571	0.5337858673
572	0.5337638562
573	0.5337409496
574	0.5337079375
575	0.5336852923
576	0.5336518283
577	0.533615654
578	0.5335846367
579	0.5335575397
580	0.5335268082
581	0.5335090955
582	0.5334933969
583	0.5334608999
584	0.5334467034
585	0.5334203843
586	0.5333885574
587	0.5333537253
588	0.5333243934
589	0.5332979793
590	0.5332686945
591	0.5332443599
592	0.5332264441
593	0.5331993481
594	0.5331611499
595	0.5331324633
596	0.5331042971
597	0.5330816739
598	0.5330487442
599	0.5330182749
600	0.5329952597
601	0.532969347
602	0.5329423424
603	0.5329100536
604	0.5328805716
605	0.5328597002
606	0.5328336451
607	0.5328019604
608	0.5327646733
609	0.5327381897
610	0.5327088645
611	0.5326921026
612	0.5326569231
613	0.5326450025
614	0.5326196042
615	0.5325777451
616	0.5325455399
617	0.5325210901
618	0.5324936078
619	0.5324619684
620	0.5324403649
621	0.5324094076
622	0.5323763967
623	0.5323495157
624	0.5323252783
625	0.5323104538
626	0.5322818911
627	0.5322561557
628	0.532224358
629	0.5321936341
630	0.5321685313
631	0.53215095
632	0.5321256137
633	0.5320959896
634	0.532078037
635	0.5320564037
636	0.5320233263
637	0.5320015588
638	0.5319753207
639	0.5319458635
640	0.5319294454
641	0.5318962514
642	0.5318669229
643	0.5318491954
644	0.5318181957
645	0.5317837247
646	0.5317524742
647	0.5317287109
648	0.5317057846
649	0.5316875007
650	0.531658284
651	0.531638754
652	0.5316062308
653	0.5315889368
654	0.5315606731
655	0.531532893
656	0.5315113139
657	0.5314833422
658	0.531459299
659	0.531440337
660	0.5314142427
661	0.5313925659
662	0.5313749674
663	0.5313547862
664	0.5313342413
665	0.5313193526
666	0.5312866175
667	0.5312679952
668	0.5312465659
669	0.5312270919
670	0.5311995714
671	0.5311704315
672	0.5311336153
673	0.5311040831
674	0.5310768093
675	0.5310446493
676	0.5310201868
677	0.5310075656
678	0.5309740751
679	0.5309421954
680	0.5309153174
681	0.5309006309
682	0.5308804861
683	0.530860186
684	0.5308309435
685	0.5308118851
686	0.5307957299
687	0.5307651493
688	0.5307416695
689	0.530718494
690	0.5306865931
691	0.5306578137
692	0.5306457781
693	0.5306238348
694	0.5306001185
695	0.5305687803
696	0.5305380986
697	0.5305244017
698	0.5304983998
699	0.5304810269
700	0.5304543172
701	0.5304295811
702	0.5303982361
703	0.5303742786
704	0.5303430432
705	0.5303197235
706	0.5303003594
707	0.5302823506
708	0.5302637994
709	0.5302293416
710	0.5302129171
711	0.5301863538
712	0.5301656576
713	0.5301318493
714	0.530109266
715	0.5300770358
716	0.530042083
717	0.530021355
718	0.5299920078
719	0.5299656158
720	0.5299427533
721	0.5299237182
722	0.5299008849
723	0.5298686528
724	0.5298378459
725	0.5298052176
726	0.5297896478
727	0.52977449
728	0.5297406998
729	0.5297069172
730	0.529693864
731	0.5296766762
732	0.5296489797
733	0.5296358063
734	0.5296119162
735	0.5295959567
736	0.5295749037
737	0.5295538429
738	0.5295290849
739	0.529503915
740	0.5294796003
741	0.5294620884
742	0.5294346908
743	0.5294102983
744	0.5293824956
745	0.5293654384
746	0.5293443764
747	0.5293181641
748	0.529291704
749	0.529266918
750	0.5292357204
751	0.5292075482
752	0.529178313
753	0.5291465602
754	0.529114279
755	0.529094172
756	0.5290679239
757	0.5290391668
758	0.5290239538
759	0.5289972413
760	0.5289680303
761	0.5289474371
762	0.5289319954
763	0.5289114301
764	0.5288876302
765	0.5288618164
766	0.5288371522
767	0.5288213949
768	0.5287950261
769	0.5287723861
770	0.5287434831
771	0.5287130531
772	0.528692463
773	0.5286656012
774	0.5286407391
775	0.5286108184
776	0.5285886025
777	0.5285595686
778	0.5285334453
779	0.5285065916
780	0.5284854903
781	0.5284699713
782	0.5284315906
783	0.5284076166
784	0.5283839948
785	0.528359274
786	0.5283349449
787	0.5283114019
788	0.5282927145
789	0.5282772148
790	0.5282523458
791	0.5282307069
792	0.528209684
793	0.5281865683
794	0.5281740911
795	0.5281584796
796	0.5281378028
797	0.5281210128
798	0.5280870133
799	0.5280647815
800	0.5280427273
801	0.528025663
802	0.5280059078
803	0.5279792053
804	0.5279589159
805	0.5279262187
806	0.5278989071
807	0.527878771
808	0.5278551799
809	0.5278320069
810	0.5278149244
811	0.5277923394
812	0.5277789168
813	0.5277582682
814	0.5277261569
815	0.5277075125
816	0.527677089
817	0.5276635762
818	0.5276319896
819	0.5276090492
820	0.5275818738
821	0.527565093
822	0.5275357266
823	0.52751468
824	0.527499521
825	0.5274846527
826	0.5274581311
827	0.5274332701
828	0.5274029792
829	0.5273695558
830	0.5273500514
831	0.5273227242
832	0.5272986225
833	0.5272724783
834	0.527259361
835	0.5272417683
836	0.52721058
837	0.5271895346
838	0.5271757941
839	0.5271499906
840	0.5271409845
841	0.5271240343
842	0.5271026305
843	0.527075363
844	0.5270602792
845	0.5270455485
846	0.5270381348
847	0.5270040983
848	0.5269732217
849	0.5269558803
850	0.5269365075
851	0.5269136952
852	0.5268911519
853	0.5268648324
854	0.5268386455
855	0.5268088812
856	0.5267882905
857	0.5267558756
858	0.5267318047
859	0.5267152054
860	0.5266971782
861	0.5266809645
862	0.5266648046
863	0.526635435
864	0.5266130837
865	0.5265792853
866	0.5265694906
867	0.5265494667
868	0.5265234568
869	0.5265155624
870	0.5264964953
871	0.5264720983
872	0.5264493732
873	0.5264342136
874	0.5264077664
875	0.5263768151
876	0.5263490816
877	0.5263276731
878	0.5263039043
879	0.5262868783
880	0.5262720204
881	0.5262448631
882	0.5262334844
883	0.5262168338
884	0.5262087485
885	0.5261850676
886	0.5261710537
887	0.5261511149
888	0.526135788
889	0.5261158174
890	0.5260883276
891	0.5260509794
892	0.5260330916
893	0.5260019442
894	0.5259799497
895	0.5259565251
896	0.5259387488
897	0.5259204997
898	0.525901809
899	0.5258638838
900	0.525842888
901	0.5258086438
902	0.5257976185
903	0.5257693185
904	0.5257568473
905	0.5257266176
906	0.5256993287
907	0.5256747399
908	0.525644699
909	0.525621556
910	0.5255964757
911	0.5255734338
912	0.5255495208
913	0.5255243503
914	0.5255048608
915	0.5254785397
916	0.525455588
917	0.5254334695
918	0.5254146732
919	0.5253840956
920	0.5253585516
921	0.5253326576
922	0.5253081126
923	0.5252866411
924	0.5252522457
925	0.5252312025
926	0.5252025123
927	0.5251833748
928	0.5251685733
929	0.5251550274
930	0.5251423742
931	0.5251131351
932	0.5250941648
933	0.5250741682
934	0.5250461013
935	0.5250197629
936	0.5249917743
937	0.5249558035
938	0.5249363502
939	0.5249171258
940	0.5248837696
941	0.5248614133
942	0.5248427806
943	0.5248371007
944	0.5248045066
945	0.5247843021
946	0.5247628344
947	0.5247457926
948	0.5247150972
949	0.524701105
950	0.5246750448
951	0.5246495274
952	0.524623876
953	0.5246013944
954	0.5245780899
955	0.5245644489
956	0.5245433132
957	0.5245106705
958	0.5244855464
959	0.5244694548
960	0.5244549174
961	0.5244396948
962	0.5244176419
963	0.5244045056
964	0.5243834953
965	0.5243602526
966	0.5243430711
967	0.5243287336
968	0.5243073223
969	0.5242720268
970	0.5242624694
971	0.5242404576
972	0.524203113
973	0.5241787676
974	0.5241631525
975	0.5241522108
976	0.5241288716
977	0.5241071001
978	0.5240798809
979	0.5240701733
980	0.5240427104
981	0.524021495
982	0.5239989388
983	0.5239233198
984	0.5238955202
985	0.5238720196
986	0.5238464464
987	0.5238365687
988	0.5238096699
989	0.5237922772
990	0.5237612794
991	0.5237389361
992	0.5237129187
993	0.5236887366
994	0.523672646
995	0.523669717
996	0.5236583814
997	0.5236348113
998	0.5236150867
999	0.5235895772
